HAGRID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Common name,Female maturity (days),Male maturity (days),Gestation/Incubation (days),Weaning (days),Litter/Clutch size,Litters/Clutches per year,Inter-litter/Interbirth interval,Birth weight (g),Weaning weight (g),Adult weight (g),Growth rate (1/days),Maximum longevity (yrs),Source,Specimen origin,Sample size,Data quality,IMR (per yr),MRDT (yrs),Metabolic rate (W),Body mass (g),Temperature (K),References,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,Animalia,Chordata,Aves,Piciformes,Picidae,Dendrocopos,syriacus,Syrian woodpecker,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,76.8,0.151687,10.9,450,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,Animalia,Chordata,Aves,Piciformes,Picidae,Dryocopus,martius,Black woodpecker,365,365,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,321,0.308,14,450,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,Animalia,Chordata,Aves,Piciformes,Picidae,Dryocopus,pileatus,Pileated woodpecker,354,365,18,143.759259,4,1,386.756225,11498.17283,54703.19159,364,0.276,13,427,wild,tiny,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,Animalia,Chordata,Aves,Piciformes,Picidae,Jynx,torquilla,Eurasian wryneck,365,365,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,35,0.373,10,729,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,Animalia,Chordata,Aves,Piciformes,Picidae,Melanerpes,aurifrons,Golden-fronted woodpecker,365,365,13,143.759259,4.5,2,386.756225,11498.17283,54703.19159,81.63,0.151687,25.213145,526.0008,unknown,small,low,0.18266,179.4495,11.830891,13187.90022,308.592247,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102,Animalia,Chordata,Aves,Piciformes,Picidae,Melanerpes,carolinus,Red-bellied woodpecker,365,365,12,143.759259,4,2,386.756225,8,54703.19159,72.5,0.151687,20.7,526.0008,unknown,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103,Animalia,Chordata,Aves,Piciformes,Picidae,Melanerpes,erythrocephalus,Red-headed woodpecker,365,365,14,143.759259,5,2,386.756225,11498.17283,54703.19159,75,0.151687,10,526.0008,unknown,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104,Animalia,Chordata,Aves,Piciformes,Picidae,Melanerpes,formicivorus,Acorn woodpecker,694,766,14,143.759259,4,2,386.756225,4.7,54703.19159,79.7,0.151687,17.2,427,wild,medium,acceptable,0.18266,179.4495,0.737,73,308.592247,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105,Animalia,Chordata,Aves,Piciformes,Picidae,Melanerpes,uropygialis,Gila woodpecker,1010.475686,916.159624,14,143.759259,4,2,386.756225,11498.17283,54703.19159,65,0.151687,11,427,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106,Animalia,Chordata,Aves,Piciformes,Picidae,Picoides,borealis,Red-cockaded woodpecker,240,240,11,143.759259,3,1,386.756225,3.2,54703.19159,56,0.151687,16.1,427,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107,Animalia,Chordata,Aves,Piciformes,Picidae,Picoides,nuttallii,Nuttalls woodpecker,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,37.4,0.151687,7.8,427,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1108,Animalia,Chordata,Aves,Piciformes,Picidae,Picoides,pubescens,Downy woodpecker,365,365,12,143.759259,5,1,386.756225,1.67,54703.19159,25.6,0.151687,11.9,427,wild,medium,acceptable,0.18266,179.4495,0.383,21.7,308.592247,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109,Animalia,Chordata,Aves,Piciformes,Picidae,Picoides,scalaris,Ladder-backed woodpecker,365,365,13,143.759259,4,1,386.756225,11498.17283,54703.19159,30.3,0.151687,25.213145,526.0008,unknown,small,low,0.18266,179.4495,11.830891,13187.90022,308.592247,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110,Animalia,Chordata,Aves,Piciformes,Picidae,Picoides,tridactylus,Eurasian three-toed woodpecker and three-toed woodpecker,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,65.7,0.151687,11.2,450,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111,Animalia,Chordata,Aves,Piciformes,Picidae,Picoides,villosus,Hairy woodpecker,365,365,14,143.759259,4,1,386.756225,11498.17283,54703.19159,62,0.151687,15.9,427,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112,Animalia,Chordata,Aves,Piciformes,Picidae,Picus,canus,Grey-faced woodpecker and grey-headed woodpecker,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,137,0.364,25.213145,526.0008,unknown,small,low,0.18266,179.4495,11.830891,13187.90022,308.592247,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113,Animalia,Chordata,Aves,Piciformes,Picidae,Picus,viridis,Eurasian green woodpecker,365,365,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,176,0.151687,15.2,450,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114,Animalia,Chordata,Aves,Piciformes,Picidae,Sphyrapicus,nuchalis,Red-naped sapsucker,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,48.5,0.151687,4.9,427,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1115,Animalia,Chordata,Aves,Piciformes,Picidae,Sphyrapicus,ruber,Red-breasted sapsucker,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,55,0.151687,4.8,427,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,Animalia,Chordata,Aves,Piciformes,Picidae,Sphyrapicus,varius,Yellow-bellied sapsucker,365,365,12,143.759259,5,1,386.756225,2.5,54703.19159,45,0.151687,7.8,427,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1117,Animalia,Chordata,Aves,Piciformes,Ramphastidae,Ramphastos,toco,Toco toucan,1010.475686,916.159624,16,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,540,0.151687,16.2,986,captivity,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Aechmophorus,occidentalis,Western grebe,365,365,23,143.759259,3,1.463212,386.756225,30.7,54703.19159,1475.5,0.151687,14,526.0008,wild,small,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Podiceps,auritus,Horned grebe,365,365,24,143.759259,6,1,386.756225,17,54703.19159,485,0.151687,25.213145,526.0008,unknown,small,low,0.18266,179.4495,11.830891,13187.90022,308.592247,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Podiceps,cristatus,Great crested grebe,730,730,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,738.7,0.151687,19.2,450,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Podiceps,grisegena,Red-necked grebe,365,365,22,143.759259,4.5,1,386.756225,11498.17283,54703.19159,1100,0.151687,11,427,wild,small,questionable,0.18266,179.4495,11.830891,13187.90022,308.592247,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Podiceps,nigricollis,Eared grebe,730,730,21,143.759259,3,1.463212,386.756225,11498.17283,54703.19159,392,0.151687,13.1,450,wild,small,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1123,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Podilymbus,podiceps,Pied-billed grebe,365,365,23,143.759259,6.23,1.463212,386.756225,14.9,54703.19159,430,0.151687,25.213145,526.0008,unknown,tiny,low,0.18266,179.4495,11.830891,13187.90022,308.592247,445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Tachybaptus,ruficollis,Little grebe,365,365,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,174,0.151687,17.5,450,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1125,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,Diomedea,epomophora,Royal albatross,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,9000,0.026,58,526.0008,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,Diomedea,exulans,Wandering albatross,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,7046.7,0.031,50,952,wild,medium,acceptable,0.18266,179.4495,20.3649,8130,308.592247,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,Phoebastria,albatrus,Short-tailed albatross,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,4411,0.151687,25.213145,526.0008,unknown,small,low,0.18266,179.4495,11.830891,13187.90022,308.592247,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,Phoebastria,immutabilis,Laysan albatross,3141,3068,64,143.759259,1,1,386.756225,167.2,54703.19159,3150,0.151687,65,718,wild,large,acceptable,0.18266,179.4495,7.462,2522,308.592247,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1129,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,Phoebastria,irrorata,Waved albatross,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,3395,0.151687,40,526.0008,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1130,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,Phoebastria,nigripes,Black-footed albatross,1825,1825,65,143.759259,1,1,386.756225,182.5,54703.19159,2800,0.151687,42.1,427,wild,large,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1131,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,Thalassarche,chlororhynchos,Yellow-nosed albatross,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,3890,0.081,37,526.0008,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1132,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,Thalassarche,chrysostoma,Grey-headed albatross,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,3753,0.068,47.2,427,wild,medium,acceptable,0.18266,179.4495,8.5312,3753,308.592247,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1133,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,Thalassarche,melanophris,Black-browed albatross,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,3232,0.068,43.7,427,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1134,Animalia,Chordata,Aves,Procellariiformes,Hydrobatidae,Hydrobates,pelagicus,European storm petrel,1095,1095,35,143.759259,1,1.463212,386.756225,11498.17283,54703.19159,25.2,0.151687,33.8,553,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135,Animalia,Chordata,Aves,Procellariiformes,Hydrobatidae,Oceanodroma,castro,Harcourts storm petrel,1826,1826,42,143.759259,1,1,386.756225,7.5,54703.19159,42,0.117,36,972,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1136,Animalia,Chordata,Aves,Procellariiformes,Hydrobatidae,Oceanodroma,furcata,Fork-tailed storm petrel,1095,1095,52,143.759259,1,1,386.756225,11498.17283,54703.19159,45.2,0.119,18,427,wild,small,questionable,0.18266,179.4495,11.830891,13187.90022,308.592247,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1137,Animalia,Chordata,Aves,Procellariiformes,Hydrobatidae,Oceanodroma,homochroa,Ashy storm-petrel,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,36.9,0.151687,31,977,wild,small,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138,Animalia,Chordata,Aves,Procellariiformes,Hydrobatidae,Oceanodroma,leucorhoa,Leachs storm petrel,1826,1826,41,143.759259,1,1,386.756225,4.2,54703.19159,44.6,0.092,36,526.0008,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1139,Animalia,Chordata,Aves,Procellariiformes,Hydrobatidae,Oceanodroma,tristrami,Sooty storm petrel,1825,1825,45,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,87,0.151687,25.213145,526.0008,unknown,small,low,0.18266,179.4495,11.830891,13187.90022,308.592247,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1140,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Bulweria,bulwerii,Bulwers petrel,1461,1461,44,143.759259,1,1,386.756225,16.9,54703.19159,99,0.151687,22.9,818,wild,small,acceptable,0.18266,179.4495,0.513975,87,308.592247,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1141,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Calonectris,diomedea,Corys shearwater,1095,1095,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,535,0.151687,24.8,450,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1142,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Daption,capense,Cape petrel,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,408.6,0.17,25,427,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Fulmarus,glacialis,Northern fulmar,2200,2200,55,143.759259,1,1,386.756225,65,54703.19159,908,0.121,51,526.0008, pers. comm.,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1144,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Fulmarus,glacialoides,Southern fulmar,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,795,0.151687,45,919,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1145,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Macronectes,giganteus,Southern giant petrel,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,3697.5,0.151687,47,1157,wild,small,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1146,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Pagodroma,nivea,Snow petrel,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,268,0.183,46,919,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1147,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Procellaria,parkinsoni,Black petrel,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,702.5,0.151687,17,526.0008,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1148,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Pterodroma,alba,Phoenix petrel,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,259,0.151687,11.3,576,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1149,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Pterodroma,hypoleuca,Bonin Island petrel,1010.475686,916.159624,49,143.759259,1,1,386.756225,7.7,54703.19159,168.6,0.091,30.8,427,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1150,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Pterodroma,leucoptera,Goulds petrel,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,147.5,0.151687,20,526.0008,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Pterodroma,phaeopygia,Darked-rump petrel,1010.475686,916.159624,55,143.759259,1,1,386.756225,11498.17283,54703.19159,425,0.082,25.213145,526.0008,unknown,small,low,0.18266,179.4495,11.830891,13187.90022,308.592247,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1152,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Pterodroma,sandwichensis,Hawaiian petrel,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,434,0.151687,13.1,427,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1153,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,carneipes,Flesh-footed shearwater,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,690,0.151687,30.2,972,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1154,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,griseus,Sooty shearwater,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,740,0.151687,34,952,unknown,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1155,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,lherminieri,Audobons shearwater,1010.475686,916.159624,51,143.759259,1,1.463212,386.756225,11498.17283,54703.19159,130,0.151687,25.213145,526.0008,unknown,small,low,0.18266,179.4495,11.830891,13187.90022,308.592247,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1156,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,mauretanicus,Balearic shearwater,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,497,0.151687,25.213145,526.0008,unknown,small,low,0.18266,179.4495,11.830891,13187.90022,308.592247,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
