HAGRID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Common name,Female maturity (days),Male maturity (days),Gestation/Incubation (days),Weaning (days),Litter/Clutch size,Litters/Clutches per year,Inter-litter/Interbirth interval,Birth weight (g),Weaning weight (g),Adult weight (g),Growth rate (1/days),Maximum longevity (yrs),Source,Specimen origin,Sample size,Data quality,IMR (per yr),MRDT (yrs),Metabolic rate (W),Body mass (g),Temperature (K),References
130,Animalia,Chordata,Amphibia,Caudata,Hynobiidae,Paradactylodon,mustersi,Afghanistan salamander,0,0,0,0,0,0,0,0,0,0,0,11,451,captivity,small,acceptable,0,0,0,0,0,451
131,Animalia,Chordata,Amphibia,Caudata,Hynobiidae,Salamandrella,keyserlingii,Siberian salamander,0,0,23,0,70,0,0,0,0,0,0,8,525,wild,medium,acceptable,0,0,0,0,0,525749
132,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Aneides,aeneus,Green salamander,912,912,82,0,21,2,0,0,0,0,0,0,0,unknown,tiny,low,0,0,0,0,0,451528749
133,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Aneides,lugubris,Arboreal salamander,1095,1095,0,0,14.5,0,0,0,0,0,0,0,0,unknown,small,low,0,0,0,0,0,485749
134,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Bolitoglossa,dofleini,Giant palm salamander,0,0,0,0,0,0,0,0,0,0,0,6.9,451,captivity,small,acceptable,0,0,0,0,0,451
135,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Bolitoglossa,mexicana,Palm salamander,0,0,0,0,0,0,0,0,0,0,0,12.2,451,captivity,small,acceptable,0,0,0,0,0,451
136,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Desmognathus,monticola,Seal salamander,1642,1277,45,0,25,0,0,0,0,0,0,17.7,485,captivity,tiny,acceptable,0,0,0,0,0,485528749
137,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Desmognathus,ochrophaeus,Allegheny mountain dusky salamander,1280,1280,0,0,16,0,0,0,0,0.6,0,19.8,485,captivity,tiny,acceptable,0.3,0,0,0,0,4.68E+11
138,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Desmognathus,quadramaculatus,Black-bellied salamander,1280,1280,0,0,25,0,0,0,0,14.34,0,15,485,captivity,small,acceptable,0,0,0.00411,14.1,288,37468485749
139,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Desmognathus,welteri,Black mountain salamander,1642,1642,0,0,26,0,0,0,0,0,0,20,485,captivity,small,acceptable,0,0,0,0,0,485528749
140,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Ensatina,eschscholtzii,Ensatina,1278,1278,138,0,14,0,0,0,0,0,0,0,0,unknown,tiny,low,0,0,0,0,0,451749
141,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Eurycea,lucifuga,Cave salamander,1095,1095,13,0,73,0,0,0,0,0,0,9.1,451,captivity,small,acceptable,0,0,0,0,0,451749
142,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Eurycea,rathbuni,Texas blind salamander,0,0,0,0,0,0,0,0,0,0,0,10.3,451,captivity,small,acceptable,0,0,0,0,0,451
143,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Eurycea,spelaea,Grotto salamander,0,0,0,0,0,0,0,0,0,0,0,9.9,485,captivity,small,acceptable,0,0,0,0,0,485
144,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Eurycea,wilderae,Blue ridge two-lined salamander,1278,1278,0,0,32,0,0,0,0,0,0,8,485,captivity,small,acceptable,0,0,0,0,0,485749
145,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Gyrinophilus,palleucus,Tennessee cave salamander,0,0,0,0,0,0,0,0,0,0,0,18.5,485,captivity,small,acceptable,0,0,0,0,0,485
146,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Gyrinophilus,porphyriticus,Spring salamander,1460,1460,0,0,61,0,0,0,0,0,0,18.5,485,captivity,small,acceptable,0,0,0,0,0,485528749
147,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Hemidactylium,scutatum,Four-toed salamander,912,912,0,0,30,0,0,0,0,0,0,8.9,485,captivity,small,acceptable,0,0,0,0,0,468485
148,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Phaeognathus,hubrichti,Red Hills salamander,2008,0,0,0,9,0,0,0,0,0,0,19.7,485,captivity,small,acceptable,0,0,0,0,0,485749
149,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Plethodon,cinereus,Eastern red-backed salamander,730,730,0,0,8,0,0,0,0,0.5,0,25,528,wild,medium,acceptable,0,0,0.000099,0.76,278.5,3.75E+13
150,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Plethodon,dunni,Dunn's salamander,1095,1095,70,0,9.4,0,0,0,0,0,0,11,485,captivity,small,acceptable,0,0,0,0,0,485749
151,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Plethodon,elongatus,Del Norte salamander,0,0,0,0,7,0,0,0,0,0,0,13.3,485,captivity,small,acceptable,0,0,0,0,0,485749
152,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Plethodon,glutinosus,Northern slimy salamander,910,910,0,0,21,0,0,0,0,4.2,0,20.1,485,captivity,small,acceptable,0,0,0.00191,4.2,288,37468485
153,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Plethodon,jordani,Red-cheeked salamander,1825,1095,0,0,0,0,0,0,0,0,0,19.8,485,captivity,tiny,acceptable,0,0,0,0,0,485512528
154,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Plethodon,vehiculum,Western red-backed salamander,0,0,0,0,0,0,0,0,0,0,0,11.1,485,captivity,small,acceptable,0,0,0,0,0,485
155,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Plethodon,yonahlossee,Yonahlossee salamander,1095,1095,0,0,0,0,0,0,0,0,0,0,0,unknown,tiny,low,0,0,0,0,0,451528
156,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Pseudotriton,montanus,Mud salamander,1643,1095,0,0,0,0,0,0,0,0,0,15.1,485,captivity,small,acceptable,0,0,0,0,0,485749
157,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Pseudotriton,ruber,Red salamander,1825,1460,75,0,80,0,0,0,0,0,0,20.1,485,captivity,small,acceptable,0,0,0,0,0,485749
158,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Speleomantes,italicus,Italian cave salamander,1278,1278,304,0,10,0,0,0,0,0,0,10.6,485,captivity,small,acceptable,0,0,0,0,0,485749
159,Animalia,Chordata,Amphibia,Caudata,Proteidae,Necturus,maculosus,Mudpuppy,2190,1825,50,0,68,0,0,0,0,0,0,34,0,unknown,medium,acceptable,0,0,0,0,0,528539749
160,Animalia,Chordata,Amphibia,Caudata,Proteidae,Necturus,punctatus,Dwarf waterdog,1825,1825,0,0,30,0,0,0,0,0,0,0,0,unknown,tiny,low,0,0,0,0,0,451528749
161,Animalia,Chordata,Amphibia,Caudata,Proteidae,Proteus,anguinus,Olm,4124,0,133,0,35,0,4562,0,0,17,0,102,934,wild,medium,acceptable,0,999,0,0,0,485749934
162,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Calotriton,asper,Pyrenean brook newt,0,0,0,0,0,0,0,0,0,0,0,26,525,wild,medium,acceptable,0,0,0,0,0,525
163,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Cynops,ensicauda,Brown newt,0,0,0,0,0,0,0,0,0,0,0,17.9,451,captivity,medium,acceptable,0,0,0,0,0,451
164,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Cynops,pyrrhogaster,Japanese firebelly newt,913,913,20,0,200,0,0,0,0,0,0,25,485,captivity,medium,acceptable,0,0,0,0,0,8.55E+14
165,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Ichthyosaura,alpestris,Laureutis alpine salamander,1460,1095,0,0,0,0,0,0,0,0,0,15,451,captivity,small,acceptable,0,0,0,0,0,451462525
166,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Lissotriton,boscai,Bosca's newt,0,0,0,0,160,0,0,0,0,0,0,8,525,wild,medium,acceptable,0,0,0,0,0,525749
167,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Lissotriton,vulgaris,Smooth newt,1095,730,0,0,180,0,0,0,0,0,0,20,525,captivity,medium,acceptable,0,0,0,0,0,525749
168,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Notophthalmus,perstriatus,Striped newt,487,487,0,0,0,0,0,0,0,0,0,12.9,485,captivity,large,acceptable,0,0,0,0,0,485749
169,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Notophthalmus,viridescens,Eastern newt,2000,2000,0,0,0,0,0,0,0,0,0,25,website feedback,captivity,medium,acceptable,0,0,0,0,0,2.33E+14
170,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Pachytriton,brevipes,Tsitou newt,0,0,0,0,0,0,0,0,0,0,0,6.5,451,captivity,small,acceptable,0,0,0,0,0,451
171,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Paramesotriton,chinensis,Asian newt,0,0,0,0,0,0,0,0,0,0,0,10.3,485,captivity,tiny,acceptable,0,0,0,0,0,485
172,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Pleurodeles,poireti,Algerian newt,0,0,0,0,0,0,0,0,0,0,0,14,451,captivity,small,acceptable,0,0,0,0,0,451
173,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Pleurodeles,waltl,Iberian ribbed newt,0,0,13,0,725,0,0,0,0,0,0,19.5,451,captivity,medium,acceptable,0,0,0,0,0,451749
174,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Salamandra,atra,Golden alpine salamander,0,0,0,0,0,0,0,0,0,0,0,17,525,wild,medium,acceptable,0,0,0,0,0,525
175,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Salamandra,salamandra,European fire salamander,0,0,0,0,0,0,0,0,0,19.1,0,24,451,captivity,medium,acceptable,0,0,0.00857,19.1,288,37451
176,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Taricha,granulosa,Rough-skinned newt,1278,1278,23,0,0,0,0,0,0,12.32,0,0,0,unknown,small,low,0,0,0.00518,12.2,288,37451749
177,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Taricha,rivularis,Red-bellied newt,1825,1825,18,0,10,0,0,0,0,0,0,0,0,unknown,tiny,low,0,0,0,0,0,485749
178,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Taricha,torosa,California newt,1095,1095,45,0,122,0,0,0.45,0,0,0,21.8,451,captivity,small,acceptable,0,0,0,0,0,451749
179,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Triturus,carnifex,Italian crested newt,0,0,0,0,0,0,0,0,0,0,0,11,525,wild,medium,acceptable,0,0,0,0,0,525
180,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Triturus,cristatus,Northern crested newt,0,0,16,0,225,0,0,0,0,0,0,28,525,captivity,medium,acceptable,0,0,0,0,0,327525749
181,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Triturus,marmoratus,Marbled newt,1460,1460,0,0,0,0,0,0,0,0,0,25,525,captivity,small,acceptable,0,0,0,0,0,525
182,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Tylototriton,verrucosus,Mandarin salamander,1460,1460,0,0,43,0,0,0,0,0,0,11,525,wild,medium,acceptable,0,0,0,0,0,485525749
183,Animalia,Chordata,Amphibia,Caudata,Sirenidae,Siren,intermedia,Lesser siren,730,730,60,0,350,0,0,0,0,0,0,25.7,451,captivity,medium,acceptable,0,0,0,0,0,451468749
184,Animalia,Chordata,Amphibia,Caudata,Sirenidae,Siren,lacertina,Greater siren,0,0,0,0,500,0,0,0,0,0,0,25,485,captivity,small,acceptable,0,0,0,0,0,485749
185,Animalia,Chordata,Amphibia,Gymnophiona,Caeciliidae,Dermophis,mexicanus,Mexican burrowing caecilian,0,0,0,0,0,0,0,0,0,0,0,13.8,451,captivity,small,acceptable,0,0,0,0,0,451
186,Animalia,Chordata,Amphibia,Gymnophiona,Caeciliidae,Typhlonectes,compressicauda,Cayenne caecilian,0,0,0,0,0,0,0,0,0,0,0,4.9,485,captivity,small,acceptable,0,0,0,0,0,485
187,Animalia,Chordata,Amphibia,Gymnophiona,Caeciliidae,Typhlonectes,natans,Aquatic caecilian,0,0,0,0,0,0,0,0,0,0,0,0,0,unknown,medium,low,0,0,0,0,0,451
188,Animalia,Chordata,Amphibia,Gymnophiona,Ichthyophiidae,Ichthyophis,kohtaoensis,Yellow-striped caecilian,0,0,0,0,0,0,0,0,0,0,0,7.3,451,captivity,small,acceptable,0,0,0,0,0,451
190,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,cooperii,Cooper's hawk,730,730,24,0,4,1,0,28,0,526.64,0.212,20.3,427,wild,medium,acceptable,0,0,0,0,0,4.27E+11
191,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,gentilis,Northern goshawk,365,730,33,0,3,1,0,0,0,1044.2,0.225,22,450,wild,medium,acceptable,0,0,0,0,0,4.37E+21
192,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,nisus,Eurasian sparrowhawk,365,365,0,0,0,0,0,0,0,237.5,0.258,20.2,450,wild,medium,acceptable,0,0,0.9516,135,0,4.51E+22
193,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,striatus,Sharp-shinned hawk,365,365,34,0,4,1,0,0,0,135,0,19.9,427,wild,medium,acceptable,0,0,0,0,0,4.27E+11
194,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aegypius,monachus,Cinereous vulture,0,0,0,0,0,0,0,0,0,9625,0,39,1,captivity,medium,acceptable,0,0,0,0,0,1821
195,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aquila,adalberti,Spanish imperial eagle,0,0,0,0,0,0,0,0,0,3000,0,44.5,575,captivity,small,acceptable,0,0,0,0,0,575972
196,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aquila,audax,Wedge-tailed eagle,0,0,0,0,0,0,0,0,0,3466,0,40,1,captivity,small,acceptable,0,0,0,0,0,1820
197,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aquila,chrysaetos,Golden eagle,1460,1460,40,0,2,1,0,110.6,0,4800,0.126,48,437,captivity,medium,acceptable,0,0,4.9929,3000,0,6.14E+16
198,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aquila,fasciata,Bonelli's eagle,0,0,0,0,0,0,0,0,0,2000,0.154,20,1,captivity,small,acceptable,0,0,0,0,0,1732820
199,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aquila,heliaca,Eastern imperical eagle,0,0,0,0,0,0,0,0,0,3262,0,56,1,captivity,medium,acceptable,0,0,0,0,0,1821
200,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aquila,nipalensis,Steppe eagle,0,0,0,0,0,0,0,0,0,2745.5,0,41,1,captivity,small,acceptable,0,0,0,0,0,1820
201,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aquila,pomarina,Lesser spotted eagle,0,0,0,0,0,0,0,0,0,1370,0,26.1,1,wild,medium,acceptable,0,0,0,0,0,1820
202,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aquila,rapax,Tawny eagle,0,0,0,0,0,0,0,0,0,1996.1,0.093,40.3,575,captivity,medium,acceptable,0,0,0,0,0,575732821
203,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Butastur,indicus,Grey-faced buzzard,0,0,0,0,0,0,0,0,0,415,0,8.5,1,wild,medium,acceptable,0,0,0,0,0,1820
204,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,buteo,Buzzard,730,730,0,0,0,0,0,0,0,1012,0.189,28.8,450,wild,medium,acceptable,0,0,0,0,0,450729732
205,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,jamaicensis,Red-tailed hawk,730,730,31,0,3,1,0,57.6,0,1362,0.188,30.7,427,wild,large,acceptable,0,0,0,0,0,1.43E+15
206,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,lagopus,Rough-legged hawk,730,730,29,0,5,1,0,41.62,0,980.64,0,18.8,450,wild,small,acceptable,0,0,0,0,0,4.37E+11
207,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,lineatus,Red-shouldered hawk,365,365,33,0,3.5,1,0,35,0,607,0,22.4,427,wild,medium,acceptable,0,0,2.11,658,0,4.27E+17
208,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,platypterus,Broad-winged hawk,365,365,25,0,2.5,1,0,28,0,454,0.271,18.3,577,wild,small,acceptable,0,0,0,0,0,4.44E+11
209,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,regalis,Ferruginous hawk,730,730,32,0,3,1,0,51.6,0,1500,0.171,23.7,427,wild,medium,acceptable,0,0,0,0,0,4.27E+14
210,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,rufinus,Long-legged buzzard,0,0,0,0,0,0,0,0,0,1174.5,0,0,0,unknown,small,low,0,0,0,0,0,450820
211,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,solitarius,Hawaiian hawk,0,0,38,0,1,0,0,35,0,505,0,17,445,wild,medium,acceptable,0,0,0,0,0,445
212,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,swainsoni,Swainson's hawk,730,730,31,0,3,1,0,39.4,0,980.64,0.158,24.9,427,wild,medium,acceptable,0,0,0,0,0,4.27E+17
213,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteogallus,anthracinus,Common black hawk,730,730,38,0,1.5,1,0,0,0,837,0,13.5,1,wild,medium,acceptable,0,0,0,0,0,1444445
214,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Circaetus,cinereus,Brown snake eagle,0,0,0,0,0,0,0,0,0,2048,0.037,0,0,unknown,tiny,low,0,0,0,0,0,1732820
215,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Circaetus,gallicus,Short-toed eagle,1095,1095,0,0,0,0,0,0,0,1699.5,0,17.3,1,wild,medium,acceptable,0,0,0,0,0,1729820
216,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Circus,aeruginosus,Swamp harrier,730,730,0,0,0,0,0,0,0,711.5,0,20.1,450,wild,medium,acceptable,0,0,0,0,0,450729820
217,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Circus,cyaneus,Northern harrier,365,365,31,0,4.4,1,0,23.8,0,392,0.25,17.1,450,wild,medium,acceptable,0,0,0,0,0,4.37E+14
218,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Circus,macrourus,Pallid harrier,0,0,0,0,0,0,0,0,0,388.5,0,13.5,1,wild,medium,acceptable,0,0,0,0,0,1820
219,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Circus,pygargus,Montagu's harrier,730,730,0,0,0,0,0,0,0,315.5,0,16.3,1,wild,medium,acceptable,0,0,0,0,0,1729820
220,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Elanus,caeruleus,Black-winged kite,0,0,0,0,0,0,0,0,0,260.5,0,6,1,wild,medium,acceptable,0,0,0,0,0,1820
221,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Elanus,leucurus,White-tailed kite,0,0,30,0,4.1,2,0,17.4,0,280,0,6,427,wild,tiny,acceptable,0,0,0,0,0,427444445
222,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Geranoaetus,melanoleucus,Black-chested buzzard-eagle,0,0,0,0,0,0,0,0,0,2447.5,0,42,575,captivity,medium,acceptable,0,0,5.1887,2860,0,425575820
223,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Gypaetus,barbatus,Bearded vulture,0,0,0,0,0,0,0,0,0,5070,0,40,1,captivity,medium,acceptable,0,0,0,0,0,1
224,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Gypohierax,angolensis,Palm-nut vulture,0,0,0,0,0,0,0,0,0,1600,0,27.1,575,captivity,medium,acceptable,0,0,0,0,0,575820
225,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Gyps,africanus,White-backed vulture,0,0,0,0,0,0,0,0,0,5433,0.045,19.7,575,captivity,medium,acceptable,0,0,0,0,0,575732820
226,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Gyps,bengalensis,Bengal vulture,0,0,0,0,0,0,0,0,0,4385,0,0,0,unknown,tiny,low,0,0,0,0,0,575820
227,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Gyps,fulvus,Eurasian griffon,1460,1460,0,0,0,0,0,0,0,7436,0,41.4,1,captivity,large,acceptable,0,0,0,0,0,1729820
228,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,albicilla,White-tailed sea-eagle,1460,1460,41,0,2,0,0,0,0,6696.5,0.14,42,1,captivity,medium,acceptable,0,0,0,0,0,14447321146
229,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,leucocephalus,Bald eagle,1460,1460,35,0,2,1,0,0,0,3175,0.098,48,0,captivity,large,acceptable,0,0,0,0,0,6.14E+23
230,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Harpia,harpyja,Harpy eagle,0,0,0,0,0,0,0,0,0,4800,0,16.8,575,captivity,medium,acceptable,0,0,0,0,0,575820
231,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Harpyopsis,novaeguineae,New Guinea eagle,0,0,0,0,0,0,0,0,0,0,0,30,1,captivity,tiny,acceptable,0,0,0,0,0,1
232,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Hieraaetus,morphnoides,Little eagle,0,0,0,0,0,0,0,0,0,791,0,10.3,1,wild,medium,acceptable,0,0,0,0,0,1820
233,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Ictinia,mississippiensis,Mississippi kite,365,365,31,0,2,1,0,17,0,266,0.169,11.2,427,wild,tiny,acceptable,0,0,0,0,0,4.27E+11
234,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Kaupifalco,monogrammicus,Lizard buzzard,0,0,0,0,0,0,0,0,0,280.5,0,8.6,1,wild,medium,acceptable,0,0,0,0,0,1820
235,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Lophoictinia,isura,Square-tailed kite,0,0,0,0,0,0,0,0,0,585.5,0,17,1,wild,medium,acceptable,0,0,0,0,0,1820
236,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Milvus,migrans,Black kite,1095,1095,0,0,0,0,0,0,0,1000,0.179,24,0,unknown,medium,acceptable,0,0,0,0,0,6.17E+15
237,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Milvus,milvus,Red kite,1095,1095,0,0,0,0,0,0,0,1080,0,38,1,captivity,medium,acceptable,0,0,0,0,0,1729820
238,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Neophron,percnopterus,Egyptian vulture,0,0,0,0,0,0,0,0,0,2082,0.102,37,1,captivity,medium,acceptable,0,0,0,0,0,17328201278
239,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Parabuteo,unicinctus,Harris's hawk,365,365,34,0,3,2,0,0,0,994.26,0,25,1,captivity,large,acceptable,0,0,0,0,0,1444445
240,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Pernis,apivorus,Western honey-buzzard,1095,1095,0,0,0,0,0,0,0,758,0,29,1,wild,medium,acceptable,0,0,2.36428,652,0,1425729820
241,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Pithecophaga,jefferyi,Philippine eagle,1825,2555,63,0,1,0,0,0,0,6500,0,41,515,captivity,small,acceptable,0,0,0,0,0,515
242,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Rostrhamus,sociabilis,Snail kite,365,365,30,0,3,2,0,29.3,0,352.5,0,17,1,wild,tiny,acceptable,0,0,0,0,0,1.61E+12
243,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Terathopius,ecaudatus,Bateleur,0,0,0,0,0,0,0,0,0,2200,0,55,1146,unknown,small,questionable,0,0,0,0,0,8201146
244,Animalia,Chordata,Aves,Accipitriformes,Cathartidae,Cathartes,aura,Turkey vulture,4015,4015,39,0,2,1,0,60,0,2200,0.126,20.8,0,unknown,medium,acceptable,0,0,0,0,0,4.44E+11
245,Animalia,Chordata,Aves,Accipitriformes,Cathartidae,Coragyps,atratus,Black vulture,2920,2920,35,0,2,1,0,70,0,2270,0.1,25.5,576,wild,medium,acceptable,0,0,0,0,0,4.44E+11
246,Animalia,Chordata,Aves,Accipitriformes,Cathartidae,Gymnogyps,californianus,California condor,2190,2190,57,0,1,2,0,185.3,0,11175,0,45,1,wild,medium,acceptable,0,0,0,0,0,1.61E+11
247,Animalia,Chordata,Aves,Accipitriformes,Cathartidae,Sarcoramphus,papa,King vulture,0,0,57,0,0,0,0,0,0,3405,0.078,40,1,captivity,small,acceptable,0,0,0,0,0,1444732
248,Animalia,Chordata,Aves,Accipitriformes,Cathartidae,Vultur,gryphus,Andean condor,2555,2555,56,0,1,0,0,0,0,10500,0.078,79,855,captivity,medium,acceptable,0,0,0,0,0,2.44E+13
249,Animalia,Chordata,Aves,Accipitriformes,Pandionidae,Pandion,haliaetus,Osprey,1095,1095,38,0,3,1,0,50.3,0,1362,0.172,32,427,wild,medium,acceptable,0.6,0,0,0,0,4.27E+14
250,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aix,galericulata,Mandarin duck,0,0,29,0,10.5,0,0,0,0,570,0,10.4,553,wild,small,questionable,0,0,0,0,0,553820
251,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aix,sponsa,Wood duck,365,365,31,0,12,2,0,23.7,0,452.8,0,22.5,577,wild,large,acceptable,0,0,2.247,448,0,4.37E+18
252,Animalia,Chordata,Aves,Anseriformes,Anatidae,Alopochen,aegyptiaca,Egyptian goose,730,730,29,0,7,0,0,0,0,1900,0,25.5,575,captivity,small,acceptable,0,0,0,0,0,427448575
253,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,acuta,Northern pintail,240,240,22,0,7.5,1,0,26,0,721,0,27.4,450,wild,large,acceptable,0,0,0,0,0,4.37E+11
254,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,americana,American wigeon,365,365,23,0,9,1,0,24,0,793.8,0,21.3,576,wild,large,acceptable,0,0,0,0,0,444445576
255,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,bahamensis,White-cheeked pintail,0,0,0,0,0,0,0,0,0,491.7,0,0,0,unknown,large,low,0,0,0,0,0,427820849
256,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,clypeata,Northern shoveler,240,240,23,0,11,1,0,23,0,613,0,22.6,553,wild,medium,acceptable,0,0,3.9209,554,0,4.25E+17
257,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,crecca,Green-winged teal,180,180,22,0,10,1,0,15,0,343.8,0,27.1,450,wild,medium,acceptable,0,0,1.68388,250,0,4.25E+17
258,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,cyanoptera,Cinnamon teal,365,365,23,0,10,2,0,18.2,0,411,0,12.9,576,wild,medium,acceptable,0,0,0,0,0,444445576
259,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,discors,Blue-winged teal,240,240,24,0,10,1,0,18.3,0,420,0,23.2,427,wild,large,acceptable,0,0,0,0,0,4.27E+11
260,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,fulvigula,Mottled duck,365,365,26,0,10,1,0,32.9,0,950,0,20,1,captivity,small,acceptable,0,0,0,0,0,1445
261,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,laysanensis,Laysan duck,365,365,28,0,3.8,1,0,26,0,500,0,12,576,wild,small,acceptable,0,0,0,0,0,445576
